index;CUSEC;NMUN;POLYLINE;POLYLINEPREURL;URLENCODED
37;2800502007;Alcalá de Henares;qa`vFhrsSxBuAd@YiBuFCGpBmAb@_@Pp@VdANz@L~@D^JdAHpAD|@LpAYRsA|@m@^_An@QFE?v@pCuCjAm@yCGLMNIBi@Za@XMq@S{@CM_@oBvB_B`@WvAaA;((qa`vFhrsSxBuAd@YiBuFCGpBmAb@_@Pp@VdANz@L~@D^JdAHpAD|@LpAYRsA|@m@^_An@QFE?v@pCuCjAm@yCGLMNIBi@Za@XMq@S{@CM_@oBvB_B`@WvAaA));((qa%60vFhrsSxBuAd%40YiBuFCGpBmAb%40_%40Pp%40VdANz%40L~%40D%5EJdAHpAD%7C%40LpAYRsA%7C%40m%40%5E_An%40QFE%3Fv%40pCuCjAm%40yCGLMNIBi%40Za%40XMq%40S%7B%40CM_%40oBvB_B%60%40WvAaA))
38;2800502008;Alcalá de Henares;o~avFfmqSBTJf@Jd@Vv@~@jB`ApBl@jA\b@`@ZRTxArAl@j@t@p@fA~@VVJNRIRCH@PXFX?b@GXGHQHTbB`BdNZdCh@tEv@vGbAjI`@|DMLEX?VBNJHRBTvA|Ai@nCaAtAi@h@StAg@l@YPG`A|EnAlGVITjANKJK^_@VOVQLINIFi@qAuG_@qB`@Yh@[HCLOFMl@xCtCkAw@qCD?PG~@o@l@_@rA}@XSFfAAvADzBBb@BVBf@A`ADz@^pDFpCH`K?DFhCCZOfBe@xBYlAGZYfA[rASvABx@?p@^hBf@rAd@rAbAfBfBvBl@r@fAhB\|@f@j@~@p@`DdC`AdAzAlAbBnAvAjAtApA|AzA`A~@x@|@r@fAl@xAr@|BA|@?zBSj@u@xAm@~A]nA_@dAk@tAk@v@w@x@y@x@y@tA]nAQ~AUb@Ez@C|@A~@Mb@Oh@Sb@YZY^_@d@QX]`@e@b@}AdBUU[`@RXq@fBt@rBd@z@dA|AnA`Br@bAjApAxCjDpAbA~A~AjBtBd@h@pEzBrEfGdElEzFjEvFdDfIxDtMfFBBEb@ANp@^rAt@r@b@tAz@fAx@|@x@\^JJX\h@t@V^LVHRHZ??BPBX@LeC`LUlBK|A??KpAA\AVCNMv@GdA?HALCx@ClA?HAz@KrB?f@?X?^Bv@HdA@HBF\f@j@d@v@\|@Rj@L??d@LNF`@PXRDDx@z@x@pBl@xAb@dAHRl@xAhG`Mj@bAj@~@vAnCj@bAXh@Ph@r@xBV~APp@n@hCj@jB|@lB\n@Vb@VZd@h@n@j@j@f@jAxAwAlCqAmASc@a@Y]Sa@_@kC}B_JaI{UmZKKsNiMcFcDgGaHsHuHeH_NgJ~G_TnGuCmMA@A@ABC@A@A@C@A@A@C@{AdA[TSmA?Es@}DoAiHl@a@eMoo@y@gE_BcIu@gD{DqPiJ_a@_[_sA[sAaEsQqFwUkAaFi@}ByGqYiC}KsEuRuH_\`RyL;((o~avFfmqSBTJf@Jd@Vv@~@jB`ApBl@jA\b@`@ZRTxArAl@j@t@p@fA~@VVJNRIRCH@PXFX?b@GXGHQHTbB`BdNZdCh@tEv@vGbAjI`@|DMLEX?VBNJHRBTvA|Ai@nCaAtAi@h@StAg@l@YPG`A|EnAlGVITjANKJK^_@VOVQLINIFi@qAuG_@qB`@Yh@[HCLOFMl@xCtCkAw@qCD?PG~@o@l@_@rA}@XSFfAAvADzBBb@BVBf@A`ADz@^pDFpCH`K?DFhCCZOfBe@xBYlAGZYfA[rASvABx@?p@^hBf@rAd@rAbAfBfBvBl@r@fAhB\|@f@j@~@p@`DdC`AdAzAlAbBnAvAjAtApA|AzA`A~@x@|@r@fAl@xAr@|BA|@?zBSj@u@xAm@~A]nA_@dAk@tAk@v@w@x@y@x@y@tA]nAQ~AUb@Ez@C|@A~@Mb@Oh@Sb@YZY^_@d@QX]`@e@b@}AdBUU[`@RXq@fBt@rBd@z@dA|AnA`Br@bAjApAxCjDpAbA~A~AjBtBd@h@pEzBrEfGdElEzFjEvFdDfIxDtMfFBBEb@ANp@^rAt@r@b@tAz@fAx@|@x@\^JJX\h@t@V^LVHRHZ??BPBX@LeC`LUlBK|A??KpAA\AVCNMv@GdA?HALCx@ClA?HAz@KrB?f@?X?^Bv@HdA@HBF\f@j@d@v@\|@Rj@L??d@LNF`@PXRDDx@z@x@pBl@xAb@dAHRl@xAhG`Mj@bAj@~@vAnCj@bAXh@Ph@r@xBV~APp@n@hCj@jB|@lB\n@Vb@VZd@h@n@j@j@f@jAxAwAlCqAmASc@a@Y]Sa@_@kC}B_JaI{UmZKKsNiMcFcDgGaHsHuHeH_NgJ~G_TnGuCmMA@A@ABC@A@A@C@A@A@C@{AdA[TSmA?Es@}DoAiHl@a@eMoo@y@gE_BcIu@gD{DqPiJ_a@_[_sA[sAaEsQqFwUkAaFi@}ByGqYiC}KsEuRuH_\`RyL));((o~avFfmqSBTJf%40Jd%40Vv%40~%40jB%60ApBl%40jA%5Cb%40%60%40ZRTxArAl%40j%40t%40p%40fA~%40VVJNRIRCH%40PXFX%3Fb%40GXGHQHTbB%60BdNZdCh%40tEv%40vGbAjI%60%40%7CDMLEX%3FVBNJHRBTvA%7CAi%40nCaAtAi%40h%40StAg%40l%40YPG%60A%7CEnAlGVITjANKJK%5E_%40VOVQLINIFi%40qAuG_%40qB%60%40Yh%40%5BHCLOFMl%40xCtCkAw%40qCD%3FPG~%40o%40l%40_%40rA%7D%40XSFfAAvADzBBb%40BVBf%40A%60ADz%40%5EpDFpCH%60K%3FDFhCCZOfBe%40xBYlAGZYfA%5BrASvABx%40%3Fp%40%5EhBf%40rAd%40rAbAfBfBvBl%40r%40fAhB%5C%7C%40f%40j%40~%40p%40%60DdC%60AdAzAlAbBnAvAjAtApA%7CAzA%60A~%40x%40%7C%40r%40fAl%40xAr%40%7CBA%7C%40%3FzBSj%40u%40xAm%40~A%5DnA_%40dAk%40tAk%40v%40w%40x%40y%40x%40y%40tA%5DnAQ~AUb%40Ez%40C%7C%40A~%40Mb%40Oh%40Sb%40YZY%5E_%40d%40QX%5D%60%40e%40b%40%7DAdBUU%5B%60%40RXq%40fBt%40rBd%40z%40dA%7CAnA%60Br%40bAjApAxCjDpAbA~A~AjBtBd%40h%40pEzBrEfGdElEzFjEvFdDfIxDtMfFBBEb%40ANp%40%5ErAt%40r%40b%40tAz%40fAx%40%7C%40x%40%5C%5EJJX%5Ch%40t%40V%5ELVHRHZ%3F%3FBPBX%40LeC%60LUlBK%7CA%3F%3FKpAA%5CAVCNMv%40GdA%3FHALCx%40ClA%3FHAz%40KrB%3Ff%40%3FX%3F%5EBv%40HdA%40HBF%5Cf%40j%40d%40v%40%5C%7C%40Rj%40L%3F%3Fd%40LNF%60%40PXRDDx%40z%40x%40pBl%40xAb%40dAHRl%40xAhG%60Mj%40bAj%40~%40vAnCj%40bAXh%40Ph%40r%40xBV~APp%40n%40hCj%40jB%7C%40lB%5Cn%40Vb%40VZd%40h%40n%40j%40j%40f%40jAxAwAlCqAmASc%40a%40Y%5DSa%40_%40kC%7DB_JaI%7BUmZKKsNiMcFcDgGaHsHuHeH_NgJ~G_TnGuCmMA%40A%40ABC%40A%40A%40C%40A%40A%40C%40%7BAdA%5BTSmA%3FEs%40%7DDoAiHl%40a%40eMoo%40y%40gE_BcIu%40gD%7BDqPiJ_a%40_%5B_sA%5BsAaEsQqFwUkAaFi%40%7DByGqYiC%7DKsEuRuH_%5C%60RyL))
39;2800502009;Alcalá de Henares;cw`vFjwsSd@bC\`Bl@W\pBi@RuAh@oC`A}Ah@UwASCKICO?WDYLMa@}DXAd@M\ONSVERGZIJCz@Uf@O;((cw`vFjwsSd@bC\`Bl@W\pBi@RuAh@oC`A}Ah@UwASCKICO?WDYLMa@}DXAd@M\ONSVERGZIJCz@Uf@O));((cw%60vFjwsSd%40bC%5C%60Bl%40W%5CpBi%40RuAh%40oC%60A%7DAh%40UwASCKICO%3FWDYLMa%40%7DDXAd%40M%5CONSVERGZIJCz%40Uf%40O))
40;2800502010;Alcalá de Henares;{k`vFdpsSLThAfF^nBBL_C~@}@^QFm@XuAf@]qBm@V]aBe@cC\K^QRIl@WdAc@`@OTIVMf@WTQHWHW;(({k`vFdpsSLThAfF^nBBL_C~@}@^QFm@XuAf@]qBm@V]aBe@cC\K^QRIl@WdAc@`@OTIVMf@WTQHWHW));((%7Bk%60vFdpsSLThAfF%5EnBBL_C~%40%7D%40%5EQFm%40XuAf%40%5DqBm%40V%5DaBe%40cC%5CK%5EQRIl%40WdAc%40%60%40OTIVMf%40WTQHWHW))
41;2800502011;Alcalá de Henares;kp`vFvasSHh@r@jDLl@Jl@RdANj@FTJRIVIVUPg@VWLUHa@NeAb@m@VSH_@P]Jg@N{@TKB[HSFWDOR]Ne@LY@cAkIw@wGfBe@r@YpAc@|@_@\zA`A_@zAq@JGdCcA;((kp`vFvasSHh@r@jDLl@Jl@RdANj@FTJRIVIVUPg@VWLUHa@NeAb@m@VSH_@P]Jg@N{@TKB[HSFWDOR]Ne@LY@cAkIw@wGfBe@r@YpAc@|@_@\zA`A_@zAq@JGdCcA));((kp%60vFvasSHh%40r%40jDLl%40Jl%40RdANj%40FTJRIVIVUPg%40VWLUHa%40NeAb%40m%40VSH_%40P%5DJg%40N%7B%40TKB%5BHSFWDOR%5DNe%40LY%40cAkIw%40wGfBe%40r%40YpAc%40%7C%40_%40%5CzA%60A_%40zAq%40JGdCcA))
42;2800502012;Alcalá de Henares;iu`vFpqrSVjAd@`CNt@BLl@nC\bBeCbAKF{Ap@aA^]{A}@^qAb@s@XgBd@i@uE[eChB_@fBm@jAe@dAc@]iBlAc@`Ac@jAe@;((iu`vFpqrSVjAd@`CNt@BLl@nC\bBeCbAKF{Ap@aA^]{A}@^qAb@s@XgBd@i@uE[eChB_@fBm@jAe@dAc@]iBlAc@`Ac@jAe@));((iu%60vFpqrSVjAd%40%60CNt%40BLl%40nC%5CbBeCbAKF%7BAp%40aA%5E%5D%7BA%7D%40%5EqAb%40s%40XgBd%40i%40uE%5BeChB_%40fBm%40jAe%40dAc%40%5DiBlAc%40%60Ac%40jAe%40))
43;2800502013;Alcalá de Henares;{_avF|hrSX~AjAe@NILb@~BaA^hBl@vCkAd@aAb@mAb@\hBeAb@kAd@gBl@iB^aBeNdBk@jCiA~@g@;(({_avF|hrSX~AjAe@NILb@~BaA^hBl@vCkAd@aAb@mAb@\hBeAb@kAd@gBl@iB^aBeNdBk@jCiA~@g@));((%7B_avF%7ChrSX~AjAe%40NILb%40~BaA%5EhBl%40vCkAd%40aAb%40mAb%40%5ChBeAb%40kAd%40gBl%40iB%5EaBeNdBk%40jCiA~%40g%40))
44;2800502014;Alcalá de Henares;c~`vFtsqSt@fAIHGXCT@^D\BTEGMGM?SDWJ_@N_@NA?gAf@rBfK_Af@kChAeBj@UcBPIFIFY?c@GYQYIASBSHKOWWgA_Au@q@m@k@yAsASUZ_@PMf@W^Qr@_@lAo@b@UVIVAN?FA\@LBZD\Dp@Hh@BXKNE\KRMTQV[NUHQHBFCDCDE;((c~`vFtsqSt@fAIHGXCT@^D\BTEGMGM?SDWJ_@N_@NA?gAf@rBfK_Af@kChAeBj@UcBPIFIFY?c@GYQYIASBSHKOWWgA_Au@q@m@k@yAsASUZ_@PMf@W^Qr@_@lAo@b@UVIVAN?FA\@LBZD\Dp@Hh@BXKNE\KRMTQV[NUHQHBFCDCDE));((c~%60vFtsqSt%40fAIHGXCT%40%5ED%5CBTEGMGM%3FSDWJ_%40N_%40NA%3FgAf%40rBfK_Af%40kChAeBj%40UcBPIFIFY%3Fc%40GYQYIASBSHKOWWgA_Au%40q%40m%40k%40yAsASUZ_%40PMf%40W%5EQr%40_%40lAo%40b%40UVIVAN%3FFA%5C%40LBZD%5CDp%40Hh%40BXKNE%5CKRMTQV%5BNUHQHBFCDCDE))
45;2800502015;Alcalá de Henares;w|`vFjzqS??JPRz@D\TbALr@H\VlA\rAT~@_C`AMc@OHkAd@Y_BsBgKfAg@@?^O^OVKREL?LFDF;((w|`vFjzqS??JPRz@D\TbALr@H\VlA\rAT~@_C`AMc@OHkAd@Y_BsBgKfAg@@?^O^OVKREL?LFDF));((w%7C%60vFjzqS%3F%3FJPRz%40D%5CTbALr%40H%5CVlA%5CrAT~%40_C%60AMc%40OHkAd%40Y_BsBgKfAg%40%40%3F%5EO%5EOVKREL%3FLFDF))
46;2800502016;Alcalá de Henares;oi`vFbvrS`ByBp@|@t@~@h@p@u@h@YVYVm@b@eAp@s@^q@r@EFOLYVQJOLOH_@PIi@]cBVIHEHIt@_Ah@s@x@cAr@}@;((oi`vFbvrS`ByBp@|@t@~@h@p@u@h@YVYVm@b@eAp@s@^q@r@EFOLYVQJOLOH_@PIi@]cBVIHEHIt@_Ah@s@x@cAr@}@));((oi%60vFbvrS%60ByBp%40%7C%40t%40~%40h%40p%40u%40h%40YVYVm%40b%40eAp%40s%40%5Eq%40r%40EFOLYVQJOLOH_%40PIi%40%5DcBVIHEHIt%40_Ah%40s%40x%40cAr%40%7D%40))
47;2800502017;Alcalá de Henares;_h`vF`|sSRz@Lp@^pBpAtGGh@OHMHWPWN_@^KJOJUkAWHoAmGaA}E|@_@~B_A;((_h`vF`|sSRz@Lp@^pBpAtGGh@OHMHWPWN_@^KJOJUkAWHoAmGaA}E|@_@~B_A));((_h%60vF%60%7CsSRz%40Lp%40%5EpBpAtGGh%40OHMHWPWN_%40%5EKJOJUkAWHoAmGaA%7DE%7C%40_%40~B_A))
48;2800502018;Alcalá de Henares;cw`vFpvpSBW?CBQDSHEPQHGHGRAJ?RAJEDMzBYjAQREvB_@PC`AMr@E\A?M?IBKDIDEJAH@JDDFBBBLALELGLGHKAATGRIN_@ZcBdA{BxAcAn@UNk@^WPWPkBlA[T[LYBUA@[@_@AY?UAaB@m@@a@;((cw`vFpvpSBW?CBQDSHEPQHGHGRAJ?RAJEDMzBYjAQREvB_@PC`AMr@E\A?M?IBKDIDEJAH@JDDFBBBLALELGLGHKAATGRIN_@ZcBdA{BxAcAn@UNk@^WPWPkBlA[T[LYBUA@[@_@AY?UAaB@m@@a@));((cw%60vFpvpSBW%3FCBQDSHEPQHGHGRAJ%3FRAJEDMzBYjAQREvB_%40PC%60AMr%40E%5CA%3FM%3FIBKDIDEJAH%40JDDFBBBLALELGLGHKAATGRIN_%40ZcBdA%7BBxAcAn%40UNk%40%5EWPWPkBlA%5BT%5BLYBUA%40%5B%40_%40AY%3FUAaB%40m%40%40a%40))
49;2800502019;Alcalá de Henares;gw`vFn_qST@XCZMZUjBmAVQVQj@_@TObAo@zByAbBeA^[HOFS@UJ@FNx@|BJRRf@Tl@Jb@GFGF[\i@j@i@j@i@j@k@l@WVOROP[ZWRIHA@EDyArAWRKM}AvASVYPo@`@WPK?WGi@MSuBQeBGg@EUMIGAD[Fs@@S;((gw`vFn_qST@XCZMZUjBmAVQVQj@_@TObAo@zByAbBeA^[HOFS@UJ@FNx@|BJRRf@Tl@Jb@GFGF[\i@j@i@j@i@j@k@l@WVOROP[ZWRIHA@EDyArAWRKM}AvASVYPo@`@WPK?WGi@MSuBQeBGg@EUMIGAD[Fs@@S));((gw%60vFn_qST%40XCZMZUjBmAVQVQj%40_%40TObAo%40zByAbBeA%5E%5BHOFS%40UJ%40FNx%40%7CBJRRf%40Tl%40Jb%40GFGF%5B%5Ci%40j%40i%40j%40i%40j%40k%40l%40WVOROP%5BZWRIHA%40EDyArAWRKM%7DAvASVYPo%40%60%40WPK%3FWGi%40MSuBQeBGg%40EUMIGAD%5BFs%40%40S))
50;2800502020;Alcalá de Henares;mu`vFxkqSh@LVFJ?VQn@a@XQRWFRpApCx@`BXYf@~@NQP\PVF@`@c@|@dBgEnEIOu@uAi@j@EBGAEEm@kASa@KNo@p@KNEFWZIJIHGBIcAa@iEIgAHkD;((mu`vFxkqSh@LVFJ?VQn@a@XQRWFRpApCx@`BXYf@~@NQP\PVF@`@c@|@dBgEnEIOu@uAi@j@EBGAEEm@kASa@KNo@p@KNEFWZIJIHGBIcAa@iEIgAHkD));((mu%60vFxkqSh%40LVFJ%3FVQn%40a%40XQRWFRpApCx%40%60BXYf%40~%40NQP%5CPVF%40%60%40c%40%7C%40dBgEnEIOu%40uAi%40j%40EBGAEEm%40kASa%40KNo%40p%40KNEFWZIJIHGBIcAa%40iEIgAHkD))
51;2800502021;Alcalá de Henares;gf`vFzbrSdJsJ`EqE@D^jA^rAl@hB?`@q@n@a@l@u@nASZMPY_@]_@ICKCMFIJ}@dB_@t@CTMAOSMUECEDQXYb@a@v@QZKPa@r@`@p@ON]d@Y\]b@Y^UXeAcBi@w@q@cAS[jE{E;((gf`vFzbrSdJsJ`EqE@D^jA^rAl@hB?`@q@n@a@l@u@nASZMPY_@]_@ICKCMFIJ}@dB_@t@CTMAOSMUECEDQXYb@a@v@QZKPa@r@`@p@ON]d@Y\]b@Y^UXeAcBi@w@q@cAS[jE{E));((gf%60vFzbrSdJsJ%60EqE%40D%5EjA%5ErAl%40hB%3F%60%40q%40n%40a%40l%40u%40nASZMPY_%40%5D_%40ICKCMFIJ%7D%40dB_%40t%40CTMAOSMUECEDQXYb%40a%40v%40QZKPa%40r%40%60%40p%40ON%5Dd%40Y%5C%5Db%40Y%5EUXeAcBi%40w%40q%40cAS%5BjE%7BE))
52;2800502022;Alcalá de Henares;{v_vFbarSQXuA`Bs@x@MRKLeAhBe@x@[f@S_@S_@EEa@q@`@s@JQP[`@w@Xc@PYDEDBLTNRL@BU^u@|@eBHKLGJBHB\^X^;(({v_vFbarSQXuA`Bs@x@MRKLeAhBe@x@[f@S_@S_@EEa@q@`@s@JQP[`@w@Xc@PYDEDBLTNRL@BU^u@|@eBHKLGJBHB\^X^));((%7Bv_vFbarSQXuA%60Bs%40x%40MRKLeAhBe%40x%40%5Bf%40S_%40S_%40EEa%40q%40%60%40s%40JQP%5B%60%40w%40Xc%40PYDEDBLTNRL%40BU%5Eu%40%7C%40eBHKLGJBHB%5C%5EX%5E))
53;2800502023;Alcalá de Henares;ay_vFnnrSmApBACwA_BiApBqAvBu@_Aq@}@OUTYX_@\c@X]\e@NODDR^R^Zg@d@y@dAiBJML`@Vr@`@nAZz@;((ay_vFnnrSmApBACwA_BiApBqAvBu@_Aq@}@OUTYX_@\c@X]\e@NODDR^R^Zg@d@y@dAiBJML`@Vr@`@nAZz@));((ay_vFnnrSmApBACwA_BiApBqAvBu%40_Aq%40%7D%40OUTYX_%40%5Cc%40X%5D%5Ce%40NODDR%5ER%5EZg%40d%40y%40dAiBJML%60%40Vr%40%60%40nAZz%40))
54;2800502024;Alcalá de Henares;o{_vF`rrSt@p@DDD?|AnBM`@mBfDo@dAQZAEM_@Y}@Uo@GMCGCCm@{@o@q@i@q@pAwBhAqBvA~A@B;((o{_vF`rrSt@p@DDD?|AnBM`@mBfDo@dAQZAEM_@Y}@Uo@GMCGCCm@{@o@q@i@q@pAwBhAqBvA~A@B));((o%7B_vF%60rrSt%40p%40DDD%3F%7CAnBM%60%40mBfDo%40dAQZAEM_%40Y%7D%40Uo%40GMCGCCm%40%7B%40o%40q%40i%40q%40pAwBhAqBvA~A%40B))
55;2800502025;Alcalá de Henares;_j`vFv|qSJNXh@`@v@n@pAkEzE{@iAc@s@QQYc@UQs@_A?MA[UkCFCHIHKV[DGJOn@q@JOR`@l@jADDF@DCh@k@t@tAHN;((_j`vFv|qSJNXh@`@v@n@pAkEzE{@iAc@s@QQYc@UQs@_A?MA[UkCFCHIHKV[DGJOn@q@JOR`@l@jADDF@DCh@k@t@tAHN));((_j%60vFv%7CqSJNXh%40%60%40v%40n%40pAkEzE%7B%40iAc%40s%40QQYc%40UQs%40_A%3FMA%5BUkCFCHIHKV%5BDGJOn%40q%40JOR%60%40l%40jADDF%40DCh%40k%40t%40tAHN))
56;2800502026;Alcalá de Henares;ww`vFrbqSF@LHDTFf@PdBRtBIjDHfA`@hEHbATjC@Z?Lq@{@o@}@_AqAcB}B]i@u@gA?MCKAGp@wAn@wAXi@J]L[^qBRyAF_@;((ww`vFrbqSF@LHDTFf@PdBRtBIjDHfA`@hEHbATjC@Z?Lq@{@o@}@_AqAcB}B]i@u@gA?MCKAGp@wAn@wAXi@J]L[^qBRyAF_@));((ww%60vFrbqSF%40LHDTFf%40PdBRtBIjDHfA%60%40hEHbATjC%40Z%3FLq%40%7B%40o%40%7D%40_AqAcB%7DB%5Di%40u%40gA%3FMCKAGp%40wAn%40wAXi%40J%5DL%5B%5EqBRyAF_%40))
